zh_question,top_1,top_1_sim,top_2,top_2_sim,top_3,top_3_sim,top_4,top_4_sim,top_5,top_5_sim,gpt_pick,gpt_sim
343830953,pa16ba,0.646,ypvb5w,0.6357,o707lw,0.6274,kl7gyt,0.627,ediqcx,0.624,ypvb5w,True
21983408,bytmlm,0.683,pedx3b,0.552,fkc1ol,0.5464,g8lhgy,0.5205,cvk8ym,0.52,g8lhgy,True
21133028,f8qvkt,0.5537,plo32f,0.5454,cnlk71,0.5454,zfxdyv,0.5366,i08wwj,0.5317,plo32f,True
591138775,eef18m,0.6714,fdm6vm,0.6455,clxhyg,0.618,c59i5p,0.613,ftcksr,0.6064,c59i5p,True
26582290,ml95fv,0.57,hra696,0.5693,p21jrk,0.562,j5vdei,0.5586,r4b6u8,0.5557,hra696,True
510402036,t6srt0,0.654,edi1lc,0.6323,r9295k,0.632,jfdo4v,0.622,h8pt8z,0.616,r9295k,True
320168248,106izix,0.6733,bkqbrm,0.641,rej71p,0.638,ep9guw,0.6323,c6l5sm,0.6323,ep9guw,True
321759362,bqu5xt,0.673,uhdlo9,0.671,ttw6na,0.6704,u7te9f,0.6597,fitbu5,0.659,fitbu5,True
33949510,fu2fiq,0.6294,bq7dgq,0.5513,dxgwaf,0.541,fpg7uw,0.536,z8ai5x,0.5347,fu2fiq,True
295472923,e3b10z,0.566,t6syxn,0.54,ndyskg,0.536,h8rk59,0.531,gs2x32,0.529,ndyskg,True
357827021,e741bp,0.5435,j0pisa,0.5146,fd3yxt,0.5127,ic5fwb,0.512,c1z00i,0.5117,e741bp,True
494460353,dirq1u,0.591,fkjw31,0.581,uy2tci,0.581,hvqluc,0.5776,hmetnt,0.569,uy2tci,True
38484924,hep2z4,0.623,n9ns1u,0.6113,ony1qg,0.605,ipv0kb,0.6045,mzu9kb,0.6045,ony1qg,True
389121639,w0bx7o,0.6655,ck2ghq,0.6636,cczccy,0.641,hm8p44,0.6353,ehnq2z,0.6353,hm8p44,True
399586120,f4nehr,0.586,11xcv61,0.5757,x10onq,0.5728,er024a,0.572,sbb17d,0.571,x10onq,True
21097892,n8tl5l,0.6523,iltq1m,0.6357,kyi5ew,0.613,ummf7q,0.591,bxi2nr,0.5884,ummf7q,True
315892465,xp76vr,0.6855,11mblt5,0.663,ptpdya,0.656,cdlvpe,0.6484,jbvr37,0.635,11mblt5,True
491503455,od4diw,0.636,dxep42,0.6274,gpyqg4,0.6206,e5vdkl,0.608,n4507q,0.607,gpyqg4,True
375396826,tki899,0.64,ck2ghq,0.618,123xy63,0.6133,fftxz6,0.607,tkcghx,0.6055,fftxz6,True
333679733,fbhdna,0.5776,fd5mkz,0.5684,vv9fll,0.5625,d8fy1h,0.5615,bm2cjp,0.553,fbhdna,True
428574702,gz8fsf,0.68,kyi5ew,0.651,psfyb4,0.634,jkricl,0.633,ttw6na,0.629,kyi5ew,True
375095003,h8nirm,0.6587,bwif1p,0.651,wrdvdx,0.6357,bsxma9,0.635,srqbkp,0.626,bwif1p,True
46009959,hmppwp,0.635,vrn18j,0.608,w2xv1i,0.6055,tx9pws,0.583,ryol3j,0.5723,vrn18j,True
498241212,ghxv9v,0.572,cm2qfa,0.553,ebdrb8,0.551,ckg6nz,0.5493,rs4z91,0.545,ckg6nz,True
29157354,j6hs5u,0.63,qlshdu,0.6245,y6utgu,0.5835,hm5s2z,0.5825,ueq15p,0.58,j6hs5u,True
596462057,ej6vbm,0.5933,e0zqdp,0.588,fe4mdt,0.581,cqad7h,0.577,pieb04,0.5757,e0zqdp,True
36846723,j6lsa0,0.623,h0ifiv,0.613,cqvlgh,0.604,gz8fsf,0.603,cagl7w,0.6006,j6lsa0,True
389623652,fnncvi,0.576,l9aksw,0.5737,jmfibd,0.5693,drnk15,0.5693,if907h,0.568,drnk15,True
318863541,z6zcc0,0.6504,xps6n2,0.6484,rht5ps,0.6455,dcvi8a,0.635,c47kfo,0.6343,z6zcc0,True
40282183,l47dr5,0.6235,qz2vd5,0.617,cgdhen,0.613,fwosdv,0.612,e59l8h,0.61,e59l8h,True
271000717,id6c87,0.634,c8rii9,0.6206,bnc33h,0.614,ct6on5,0.6133,eqjmtr,0.608,c8rii9,True
63138104,f4nehr,0.7065,ul2hqo,0.6187,d43gyt,0.6016,ve0ikb,0.5938,lnze1b,0.5933,f4nehr,True
36801582,jfdo4v,0.731,h0hiv1,0.715,dyq3h7,0.6963,haql36,0.688,ikywx8,0.6787,dyq3h7,True
531568621,mfvgar,0.612,v3l6cf,0.6094,g8hwqy,0.599,n93x2w,0.5986,fd0ca7,0.5957,mfvgar,True
566187001,l47dr5,0.661,qz2vd5,0.624,wz0qxo,0.623,cgdhen,0.621,t7nr4x,0.6206,cgdhen,True
284578611,vyuh36,0.6055,qvo5tf,0.5674,mfdspq,0.5664,lmxanv,0.5654,kv697e,0.562,vyuh36,True
31971466,qydqs0,0.6567,q15g6r,0.6055,exzkdm,0.603,epoirz,0.6025,gnwg35,0.602,exzkdm,True
22211180,gqr958,0.6343,hqz02d,0.629,ea8wne,0.6226,cubdgb,0.5913,esc3m3,0.589,esc3m3,True
19915870,em38ef,0.596,uws4qb,0.587,dzzzvx,0.5786,t4tnyx,0.575,cgucjv,0.5747,dzzzvx,True
26637558,bn8omk,0.5986,cwx1b4,0.5723,siiqih,0.516,rtuwma,0.5146,es5l3v,0.5137,bn8omk,True
30922521,gdoj1f,0.6567,dia4ef,0.654,cq5e09,0.632,bnez12,0.6313,eokel6,0.624,gdoj1f,True
360759673,hk3984,0.6123,ektmth,0.6035,oy2866,0.592,mzypbr,0.589,ec299f,0.5874,ec299f,True
276102081,ey2sr0,0.625,wjmz4p,0.6064,rhhiaf,0.594,tw4vf5,0.587,lcjvbh,0.5854,tw4vf5,True
500646901,u66ujo,0.648,mus7lv,0.602,eyn295,0.596,dxep42,0.5776,bo5z9t,0.568,u66ujo,True
436954592,lobhth,0.6597,y1dq2v,0.6416,ep1mpn,0.629,vesdit,0.61,qsl4n8,0.607,y1dq2v,True
392192411,el9yas,0.561,elrupq,0.5503,miaai1,0.5425,hsp1tt,0.533,mviyj1,0.5293,miaai1,True
61136852,v1c5ky,0.6655,dr89qd,0.624,qfqecr,0.621,ropp1t,0.601,ezztrj,0.5977,v1c5ky,True
49140477,f6k6lt,0.7036,k4m285,0.6704,dd01w6,0.668,m8kr5q,0.6562,bpyxcr,0.653,f6k6lt,True
492830380,bjxhp8,0.658,cne9l2,0.596,fz1awg,0.576,c8epbl,0.5737,tdggqz,0.5615,bjxhp8,True
40619270,fz1awg,0.585,jf25yw,0.58,f0diea,0.571,gv28wg,0.5625,dxgwaf,0.544,fz1awg,True
20211937,clxhyg,0.6567,eef18m,0.6274,bmkn33,0.6035,esdvn4,0.6016,dwuz6f,0.601,esdvn4,True
21885432,hib0y2,0.6133,eiq3sg,0.595,uub3qt,0.5933,hzso4m,0.5933,bot4ld,0.5933,eiq3sg,True
26377066,e5mjc2,0.5903,116q7cp,0.583,127xz13,0.555,frhjmc,0.5522,x7iwlr,0.5474,x7iwlr,True
321311331,g8lhti,0.5854,fyyt9v,0.585,ft194j,0.5815,cjx624,0.5806,cioru1,0.5767,cjx624,True
332891479,fc6w00,0.656,cbkbm1,0.608,o0rhte,0.6,eo8pmv,0.5938,f3gt9g,0.5903,eo8pmv,True
22216665,lm18ip,0.541,d14cr3,0.534,oqlkb1,0.5244,xeqxyh,0.5107,wg6qov,0.502,oqlkb1,True
342115828,nszrm8,0.614,hcdata,0.609,c8qy0n,0.6074,kl7gyt,0.6055,u87ca9,0.594,c8qy0n,True
420014561,nwckg5,0.624,l28kyk,0.622,rjwfci,0.613,hfdfc2,0.6104,q882iv,0.597,rjwfci,True
25334978,fg3gfg,0.6104,c1n3yx,0.557,lio4xp,0.5503,nban3c,0.5366,ey2sr0,0.536,fg3gfg,True
588609936,fa4ym0,0.6025,noggu4,0.5938,ek0lxz,0.592,e58jl9,0.5757,fb3d8h,0.5757,fb3d8h,True
32255445,unam7f,0.5894,hmppwp,0.588,dygn5o,0.5845,c77oz4,0.5835,t6srt0,0.577,t6srt0,True
29157627,gffoey,0.656,v3itsp,0.627,etzxd8,0.597,nqzl9f,0.579,f70gg5,0.5786,etzxd8,True
557838978,czv4jh,0.657,j8szaq,0.642,g7x8gv,0.638,w17wub,0.637,v4ajmq,0.633,j8szaq,True
317780067,ck2ghq,0.6875,t8o6fk,0.681,vf3590,0.678,sul263,0.675,wsz4n3,0.6724,t8o6fk,True
56322737,edp39x,0.7246,vmitwi,0.6655,gzt9ig,0.6626,cx29kg,0.6626,dv0hhv,0.6616,edp39x,True
54656835,equfzw,0.656,pkyshe,0.6445,ga86mm,0.636,lks91f,0.6353,laffpu,0.6333,equfzw,True
543730084,c2pxys,0.657,y6rw85,0.6523,kjrceo,0.649,csty56,0.647,c41a48,0.643,kjrceo,True
367891086,wsbidr,0.67,fcqm7p,0.6606,czpv1t,0.6567,xok9fd,0.642,puoc48,0.6323,xok9fd,True
31751366,commxz,0.5967,qkdm7a,0.587,kl7gyt,0.5786,mq9k5h,0.5776,st4nqu,0.5664,commxz,True
353381570,dnfmb6,0.5645,dpmzq8,0.5444,cv5m7w,0.532,dt0x46,0.5303,11blewr,0.5234,dnfmb6,True
405291813,qk9iaw,0.6543,dvlndb,0.6523,pmm1co,0.648,mf7pjs,0.646,yvzw2w,0.6406,pmm1co,True
51431018,phwolj,0.597,f52owd,0.589,xffyul,0.5674,hshx96,0.5645,s0l2y7,0.5645,phwolj,True
29655515,c1gj12,0.685,e5mjc2,0.674,vvizy7,0.652,ufzyp3,0.635,g1xyfe,0.619,c1gj12,True
24357987,jwua5o,0.6216,v7888r,0.6045,elm67h,0.598,ep1v3i,0.592,l47dr5,0.5903,elm67h,True
513286700,lio4xp,0.5195,oo8k9y,0.4966,ou2p9l,0.496,f06kkr,0.4946,sns0j6,0.4927,f06kkr,True
584519031,o0qacv,0.6475,qoienl,0.6426,m073v4,0.638,jkricl,0.6313,gz8fsf,0.61,m073v4,True
22893811,fdw8ae,0.65,emb21z,0.5454,qpwzal,0.5186,y7khvm,0.5073,f9esqc,0.502,fdw8ae,True
328950434,k04hb6,0.6514,lsekma,0.62,bw7utd,0.617,euai8r,0.6104,pwo8uz,0.6074,k04hb6,True
583561622,eswgls,0.63,e4mtet,0.6284,fobq4l,0.6255,e3oe1u,0.6235,vqpe07,0.623,e4mtet,True
456232996,f4pom2,0.5464,tlwwi2,0.52,f7bijr,0.514,gzqnpq,0.511,gqc9ep,0.5054,f4pom2,True
449866040,h89wrc,0.6353,fwjtxl,0.6226,cr5ces,0.616,gsf0g4,0.603,co92i3,0.599,h89wrc,True
24758567,c5efgk,0.6616,uhjw79,0.6284,d6jetf,0.613,wy0sl4,0.6084,qt58zw,0.598,wy0sl4,True
30210517,dmmyz6,0.6216,ppndtt,0.598,hipwkb,0.598,ptveyu,0.5933,edk1wt,0.593,hipwkb,True
540207387,su1xu3,0.637,c238qs,0.6333,eli3oc,0.625,clzmkj,0.6216,tljk3w,0.6206,c238qs,True
322143200,zdvvj8,0.647,exxgnk,0.631,bq7dgq,0.6187,jdrpmf,0.611,m1djff,0.604,exxgnk,True
549031285,iaucbd,0.5474,eyh2jd,0.5156,seau9l,0.5127,hu0oqk,0.512,10rcw9e,0.5103,iaucbd,True
573445828,eyn295,0.599,yq10uo,0.5767,cyc7ix,0.575,l47dr5,0.5576,tl8y1f,0.5576,yq10uo,True
280091512,pkyshe,0.614,hoh9zd,0.5884,sek3li,0.586,q5mukw,0.5776,gp1a90,0.5693,pkyshe,True
323309653,ey2sr0,0.7383,vh8oml,0.73,hzwvrt,0.7163,l2n5qg,0.6963,d6wssb,0.6895,l2n5qg,True
566639081,eyxi5c,0.59,cmdtx6,0.563,gu38en,0.556,fb4yfp,0.554,fx7lyg,0.5474,eyxi5c,True
447122268,hzumd6,0.643,hx82cz,0.642,j9axjs,0.6396,kp9v8o,0.6245,icbkr2,0.6177,hx82cz,True
379034030,cczccy,0.657,sul263,0.6167,hzwvrt,0.614,hl216a,0.6104,dglwn9,0.609,dglwn9,True
283963846,xp76vr,0.614,gcqqwc,0.5874,esjphh,0.5796,cdlvpe,0.5796,eh9efo,0.5767,esjphh,True
542493766,d0097a,0.5996,11dljp8,0.5986,bvcozc,0.588,nalh69,0.5874,gzh2xe,0.5757,bvcozc,True
394403894,chuqwe,0.642,rrt457,0.638,brsx2s,0.6167,cquza8,0.6006,jfqszo,0.5996,rrt457,True
20931101,ict4g4,0.5903,tl8y1f,0.5586,dw08sh,0.538,uscaji,0.536,vnq2tk,0.533,dw08sh,True
39930233,cljs97,0.721,mquxni,0.634,mqqk6d,0.6323,ln7nk7,0.63,gz8fsf,0.626,mquxni,True
506961726,owl9ko,0.703,hrtpy0,0.6934,ex16mo,0.693,fde6vh,0.689,f2hvl9,0.6865,hrtpy0,True
501669474,eef18m,0.6646,gz8fsf,0.6626,xpe888,0.6387,uggxku,0.635,h0ifiv,0.632,xpe888,True
61134515,es6bqt,0.612,f117l1,0.58,d1iiqc,0.575,gxtcpu,0.572,qhlt87,0.5674,f117l1,True
307405513,mzypbr,0.6997,kozt4z,0.6562,pi2fv0,0.6484,o3s9yi,0.6484,eldea3,0.6445,kozt4z,True
34034168,ewtgrt,0.6396,cagl7w,0.6094,dptw19,0.5996,wtgeia,0.598,c9ll5w,0.5938,ewtgrt,True
21528047,btrn9t,0.681,ryspmv,0.6606,exf7is,0.643,rn0owo,0.6343,df48i1,0.6216,ryspmv,True
531126800,eldea3,0.599,d6nr56,0.571,f2v6z9,0.5684,p0z4rf,0.5664,mgatqf,0.5645,d6nr56,True
22324704,mvr578,0.5786,t4f93f,0.525,dzzm35,0.5244,jxwofr,0.5117,rv23m9,0.508,mvr578,True
382082749,cyg2sk,0.5522,y1rffu,0.5264,y8zvo5,0.5234,h8rl5i,0.5215,n9osjs,0.5107,cyg2sk,True
458611728,t6syxn,0.5693,gg87wq,0.563,bzab6x,0.5615,r3fprl,0.553,cqifdf,0.5522,bzab6x,True
320956723,r3zvpu,0.613,brzdlf,0.604,l2velb,0.596,f8e1je,0.585,uc6dod,0.5786,l2velb,True
21746869,e5mjc2,0.6504,vvizy7,0.624,q8hatz,0.618,rxjpcs,0.5864,bpyxcr,0.576,vvizy7,True
373377016,x2gaws,0.6147,cybnyh,0.6104,o0olrq,0.61,11g8o03,0.6094,e3zub4,0.603,11g8o03,True
270583483,djenp9,0.6914,d37er7,0.651,gpsbpc,0.632,ee3mhx,0.6284,f6ii7w,0.6255,f6ii7w,True
548210983,vsnvdo,0.5903,pt2vf2,0.587,pfewhi,0.5854,eq04c1,0.582,10jt27a,0.5796,pt2vf2,True
455202581,lnngwv,0.6265,dn87zg,0.6226,txipoy,0.619,jh8uh5,0.615,ueppvp,0.611,jh8uh5,True
559474180,clu6sk,0.6655,hek9pf,0.653,e00pzs,0.6313,bxqbml,0.628,ghvu4h,0.604,e00pzs,True
307023696,w0wuuc,0.567,g51dy6,0.56,deo28z,0.5596,bq7dgq,0.559,cvg35g,0.5527,cvg35g,True
40086127,keu5wn,0.601,it8xjj,0.5757,ctlv7f,0.571,lzxg20,0.565,qaff4l,0.5566,keu5wn,True
398155055,ce34zc,0.5806,unam7f,0.5723,j66iwz,0.5703,u5aljo,0.5674,ezzgpg,0.567,j66iwz,True
68518055,euai8r,0.6587,jjh15l,0.6323,tyqi95,0.606,xoquel,0.6055,fdwz2w,0.602,jjh15l,True
436185953,jy1g1t,0.7036,f0fcup,0.6733,nq2rc6,0.6724,ctzp9o,0.6704,jnhaj9,0.6704,nq2rc6,True
286118724,ra7up1,0.6562,fxmhgd,0.6343,11763la,0.6343,ve0ikb,0.6304,xyzwpx,0.6274,11763la,True
27200585,hep2z4,0.613,csur82,0.5854,eql4jt,0.5815,fmxjkn,0.565,hl216a,0.562,csur82,True
21099548,rre6u4,0.5903,127xz13,0.5825,oi2dq7,0.5737,f4rph3,0.573,erc7yt,0.5693,erc7yt,True
21396284,s9q8bt,0.709,d37er7,0.678,cdg5r1,0.6523,bpyxcr,0.649,dfnpi8,0.644,s9q8bt,True
327443574,bkm0tk,0.6284,fd99i0,0.6235,bwp0oh,0.618,mvu5iq,0.5923,v8yldo,0.591,v8yldo,True
385335223,frlru6,0.6797,hu3rrl,0.6475,e5dza0,0.5854,iu7sz5,0.565,grmuvm,0.55,frlru6,True
497856514,g7zvgi,0.595,qydqs0,0.5728,fn8cpn,0.563,jzvtr1,0.549,sv4ryo,0.5435,g7zvgi,True
310788671,g8hwqy,0.5986,d9txm8,0.595,d958ak,0.5923,dcypga,0.59,ch7rvv,0.59,g8hwqy,True
448217659,defjio,0.6187,dvfxze,0.5933,lx67rq,0.5757,dyfwc9,0.5737,jsye5y,0.572,jsye5y,True
455767161,db2y4y,0.6646,f5ulkn,0.648,gnwg35,0.644,fwosdv,0.643,pylisn,0.6426,f5ulkn,True
28188974,qxxjp0,0.678,vkgha8,0.668,sb80yv,0.6416,1142lfu,0.632,g3sagi,0.628,sb80yv,True
22452446,z8ai5x,0.653,llyjut,0.6157,tiuxd5,0.611,f5bvt4,0.576,nr5du5,0.5693,llyjut,True
50612634,c2xla4,0.569,lystql,0.501,de57xu,0.4985,rci795,0.4856,dt0x46,0.4844,c2xla4,True
22584255,c1n3yx,0.623,d3f5ez,0.585,od4diw,0.581,cv3fbb,0.576,kxjwze,0.572,cv3fbb,True
469059235,ujfnkf,0.4922,qsl4n8,0.4785,o0qjgn,0.4763,10d6ykd,0.4749,f6po0c,0.4724,10d6ykd,True
38634256,fsl10i,0.6504,v5csal,0.6216,ve8ftl,0.6196,uub3qt,0.616,c1zwdo,0.6143,fsl10i,True
28436846,c1z00i,0.5474,xoquel,0.5195,bmzv0e,0.5127,m82psh,0.5093,jbm24i,0.507,jbm24i,True
20532775,bxm0da,0.5615,sj21wy,0.5596,idn4dl,0.5137,bzxzjs,0.5083,hngxn9,0.4978,sj21wy,True
282755399,isatfi,0.6826,oaixeq,0.668,t797pf,0.6333,deomhv,0.63,ti2n03,0.617,oaixeq,True
30394138,dmmyz6,0.61,lp31rt,0.6064,nbcwlb,0.6016,g23hne,0.5967,jutxac,0.5933,jutxac,True
32001302,q4u0uw,0.6855,eqv6yq,0.662,n4b2uf,0.644,kw516q,0.641,kt1s4c,0.639,eqv6yq,True
368301791,en8zqt,0.6406,ckzs5m,0.6367,kz84aa,0.6367,qmas00,0.6323,pxoqbd,0.632,ckzs5m,True
22484573,l6md3w,0.7007,bmjwd6,0.675,oq52wl,0.6675,ugys89,0.6655,owwjnw,0.6616,ugys89,True
51444018,ec6s2t,0.5957,uud7l4,0.593,w54xbj,0.5864,eq5pn4,0.5815,rbz9xb,0.5786,w54xbj,True
23949442,uhjw79,0.5737,gxjcpm,0.5635,nyzovb,0.5605,m595u3,0.55,mpq3c8,0.5137,nyzovb,True
30252826,ffsnus,0.5933,cqufgs,0.5815,1202z38,0.5806,fd1c25,0.5796,ihj4mw,0.579,fd1c25,True
514017749,c5w9oa,0.617,d1lafm,0.6133,dy6n5e,0.607,e7emsd,0.6025,nho3z5,0.5996,d1lafm,True
29596621,c1zwdo,0.5977,sflq7c,0.595,11lszxy,0.5713,xoajnw,0.5566,bot4ld,0.5522,sflq7c,True
436071043,d1l55m,0.62,te2yw1,0.616,h0ifiv,0.6025,o0qacv,0.601,rmcmom,0.5977,te2yw1,True
27480022,11i3fle,0.622,rmcmom,0.6123,cp6dj6,0.6104,tiuxd5,0.609,g4mr8p,0.6016,cp6dj6,True
19986643,hr4mpl,0.591,mwlr4k,0.586,fgoqwl,0.577,h8f3od,0.5537,cubdgb,0.552,h8f3od,True
23888437,d37er7,0.663,ma2gho,0.6523,11d5uh5,0.648,c4034b,0.6387,f5q6mf,0.6377,ma2gho,True
420994954,xyzwpx,0.55,sw13fi,0.5117,rtcvtm,0.505,w3vy4b,0.4958,nqzl9f,0.485,sw13fi,True
38445771,g4mr8p,0.5874,emjkuv,0.582,vd0hq2,0.576,hu3rrl,0.574,vnr5uo,0.56,emjkuv,True
364132734,qf0dd7,0.602,oruss4,0.5957,u35kx6,0.5947,cv306s,0.5923,c8bqhv,0.576,oruss4,True
22531431,njsm1e,0.6436,vgy51f,0.625,z1njal,0.6196,co078r,0.6055,tdveqi,0.6045,tdveqi,True
25912247,gz8fsf,0.6704,cljs97,0.6675,110wagw,0.639,puoc48,0.6274,g5vu1i,0.622,110wagw,True
501136771,ex16mo,0.637,hixwxe,0.6304,e4sii3,0.622,dyb74t,0.615,ijs71e,0.605,dyb74t,True
554287496,gnqpi6,0.6646,fa4o9g,0.6323,ek9dom,0.6255,evtp2e,0.618,mvu5iq,0.615,gnqpi6,True
396214132,nsqhe3,0.64,csbh8j,0.627,uhpnso,0.627,gov5yc,0.624,hoh9zd,0.621,hoh9zd,True
20414637,mkun3c,0.656,exp7ik,0.637,118ruxa,0.616,xsmubb,0.613,q15g6r,0.611,mkun3c,True
304972494,efmt3l,0.651,o0qacv,0.6143,cqvlgh,0.6,j4yxnp,0.5986,cskoq7,0.5835,efmt3l,True
435589347,ftmxdy,0.618,oq0z04,0.615,weh37q,0.606,lq0yt5,0.606,df1b8w,0.604,ftmxdy,True
20088160,sudptu,0.6675,u8wxj8,0.6675,f6wpu4,0.6636,cd9267,0.6514,jeub4h,0.6455,cd9267,True
32109836,ebl4t2,0.6416,fgww13,0.6416,msim1e,0.6396,lswntc,0.6284,dyjt4w,0.6274,dyjt4w,True
366481425,s7hws2,0.6104,lspdof,0.601,pylisn,0.574,zpqwin,0.5723,moknbg,0.572,s7hws2,True
376382524,extz1y,0.615,ck4tww,0.6074,exsvtw,0.5903,cowmxc,0.5903,c8kg2y,0.59,c8kg2y,True
596555182,x7q7pk,0.596,d0097a,0.5654,nalh69,0.564,udyv2y,0.5586,f1riew,0.5576,x7q7pk,True
21420684,exs2hw,0.6743,h8nm2z,0.6655,n25wn2,0.649,tvmozq,0.6367,j8wknh,0.622,tvmozq,True
63843342,q8hatz,0.711,dc5dec,0.7065,bwii1z,0.6514,wtgeia,0.6357,jjf36v,0.6245,dc5dec,True
281895917,panc3i,0.7104,dia4ef,0.7,mepqep,0.682,u3c2gu,0.68,wxedr2,0.679,mepqep,True
345460210,kkqn50,0.522,ml36er,0.521,lzehmx,0.52,bkvbjc,0.5186,hc8c8c,0.5137,ml36er,True
361079737,cu8tt7,0.5693,esh54q,0.562,ezzgpg,0.5566,cm1ssp,0.5474,d838tl,0.545,cu8tt7,True
25264431,panc3i,0.6772,n66k16,0.65,u3c2gu,0.6494,bzl2ue,0.637,dia4ef,0.634,n66k16,True
389799035,f16ng1,0.648,iadaab,0.6475,pj5pu1,0.637,ti5dsd,0.6304,d88dpn,0.629,ti5dsd,True
304579830,fyjgm8,0.618,cj14gj,0.602,bqz2z1,0.598,faiq0j,0.597,k5ptpn,0.592,cj14gj,True
30658043,ucnydf,0.635,w438pg,0.613,c4zrb4,0.607,ox7npw,0.6006,z6lujg,0.5977,ucnydf,True
31552740,fs8n4n,0.537,cmxwzw,0.517,ix3sdu,0.507,ogc2dt,0.4956,onivkb,0.4807,cmxwzw,True
22508769,gv36pz,0.774,j8wknh,0.697,d076qn,0.687,xcvhpo,0.671,sbb17d,0.661,gv36pz,True
265266118,lp15pw,0.634,emalu3,0.63,drodqw,0.6255,czqtp3,0.6196,rqjm30,0.609,lp15pw,True
351335644,dih707,0.679,od4diw,0.637,p48pj0,0.6357,j30l16,0.622,d3thxh,0.6196,j30l16,True
47111614,eldea3,0.636,c2vcw5,0.5977,fdxafk,0.5625,gwu434,0.562,crr5ij,0.5566,c2vcw5,True
19735152,ddhch3,0.5293,uqnazl,0.5117,oa22ya,0.51,zxo8i0,0.5083,uhjw79,0.505,zxo8i0,True
503965895,bu8xux,0.7075,irqu1q,0.6694,dj0iw7,0.667,euds9z,0.662,lwxeer,0.6597,bu8xux,True
21233588,106izix,0.7104,11g8dgo,0.6426,owacup,0.6387,eq9chc,0.6377,rzz2zi,0.6367,11g8dgo,True
351581917,g08gay,0.6074,cda3jc,0.6074,cy7dg8,0.5815,dgya96,0.5796,d9z5dt,0.5796,cy7dg8,True
449410793,idu0jt,0.6064,d8h6ck,0.6025,g0pz45,0.596,iz2bra,0.5947,m6qtdp,0.594,idu0jt,True
21476390,lk0l2i,0.6123,v7grja,0.5986,upp35k,0.588,tjwm9e,0.5684,pua93v,0.5674,v7grja,True
56567751,fry4jf,0.5986,gweuj0,0.581,l1yb0b,0.5796,ero47u,0.5786,lc91pq,0.5664,gweuj0,True
344551169,lywgmv,0.621,y6utgu,0.5645,jfei5s,0.5596,lrvvp1,0.5596,j0l70d,0.559,y6utgu,True
339645505,l47dr5,0.6265,esvf7a,0.6143,11l3niw,0.612,qz2vd5,0.6084,io4cct,0.6074,11l3niw,True
585119022,fe4mdt,0.5884,cqufgs,0.584,tsyllw,0.584,ffsnus,0.578,cqad7h,0.5713,fe4mdt,True
62522374,dayrhj,0.5767,bqmdr6,0.5767,skd3tn,0.573,bp1uvf,0.566,rg06gj,0.5596,bp1uvf,True
49602855,o0qacv,0.615,nl6ohm,0.593,cqvlgh,0.593,qoienl,0.588,p6u6db,0.583,nl6ohm,True
341554416,qp7vok,0.6777,n3uaz3,0.6523,f3dl7t,0.639,vkgha8,0.6367,q15g6r,0.629,n3uaz3,True
20347757,ed9qt7,0.6147,pycqu0,0.5903,vuqjig,0.576,c6eqj2,0.5703,tki899,0.567,vuqjig,True
20361261,iyhqn2,0.6553,127xz13,0.592,emaozv,0.588,rre6u4,0.585,l47dr5,0.585,iyhqn2,True
26456607,eef18m,0.644,v3itsp,0.636,kphesf,0.632,gffoey,0.626,d1fe7u,0.62,kphesf,True
271233241,11u0u2u,0.7393,lgkkm3,0.6694,dybg5z,0.6533,dpzcwk,0.6396,ezzdbu,0.6367,lgkkm3,True
59618812,dmmyz6,0.6196,lvc083,0.618,ddvcqi,0.615,edk1wt,0.615,dpf9kx,0.615,lvc083,True
294816319,vh8oml,0.8022,hzwvrt,0.753,cczccy,0.742,ey2sr0,0.7363,d6wssb,0.7324,d6wssb,True
530775127,e638j8,0.5864,p9mman,0.577,ctofoj,0.559,kovsnb,0.5537,fdyp49,0.5522,e638j8,True
432032327,rxa633,0.58,hshx96,0.5786,dmzez9,0.577,rqssfs,0.5747,gvkfcp,0.5513,rxa633,True
480148802,fvvz0l,0.698,epx3a5,0.6875,mf7pjs,0.669,ganjrk,0.664,w811zs,0.66,ganjrk,True
35406894,eu397i,0.609,ylc4oi,0.577,it7yu6,0.5605,vopf6o,0.5522,my8q49,0.5513,it7yu6,True
590543010,100x1hu,0.653,ntafby,0.6426,p3umyo,0.635,cu92li,0.6304,v9o1iw,0.626,ntafby,True
419480907,ic5fwb,0.6943,n25wn2,0.6855,ctmy7u,0.655,xdxs7s,0.6504,d3talq,0.648,ctmy7u,True
583449994,f7j4a2,0.6914,hl216a,0.6807,n82oqy,0.651,hqmt6t,0.648,kfopmy,0.6377,hl216a,True
447293344,c8dx6k,0.67,bq7dgq,0.6226,sb934k,0.615,i6vuad,0.6133,cr9li4,0.604,sb934k,True
53626978,w0wuuc,0.649,q8hatz,0.6196,qc19t4,0.6167,cm2oe9,0.5845,rmcmom,0.5615,qc19t4,True
55686791,ed2kz5,0.6763,h7sskm,0.6016,eltnja,0.6006,nbklge,0.6006,ez3qhi,0.5933,h7sskm,True
565059688,e7t3ne,0.662,pct7v1,0.6475,xqbtig,0.6245,t1l23w,0.624,lxbelx,0.6157,e7t3ne,True
475217578,zzjjvt,0.6274,qk9iaw,0.6187,jsywqy,0.6143,cljs97,0.6133,ulz9j6,0.613,zzjjvt,True
